Class;Date;Opening Price;Closing Price;Maximum;Minimum;Var. %;Return;MOMENTUM5;EMA12;EMA26;MACD 12-26;EMA9 of MACD12-26;MACD 12-26-9;ROI10;ROI20;ROI30;RSI 10;RSI 14;RSI 30;STOCHRSI10;STOCHRSI14;STOCHRSI30;ADX;Williams%R;CCI;ATR;UO;;;;;;;
0;20130604;1635.75;1631.25;1645.75;1621.5;-0.3100;-0.003055768;-23.25;1642.039966;1630.844099;11.19586706;16.85660322;-5.660736155;-1.26346E-06;2.11907E-07;7.46866E-07;50.10464795;50.17533311;50.03275545;0.616377466;0.785363126;0.235607809;11.79102711;-83.84615385;-73.78495323;19.74829047;47.01477276;;;;;;;
1;20130605;1629.25;1608;1632.25;1605.5;-1.4300;-0.014252874;-39;1636.803048;1629.151943;7.65110472;15.01550352;-7.364398798;-1.7947E-06;-3.86518E-07;4.5562E-07;50.24965803;50.2769494;50.10322861;1;1;0.364010551;12.54636686;-96.8847352;-166.1655755;20.24841258;41.2214748;;;;;;;
1;20130606;1608.5;1622.75;1624.25;1596.5;0.9200;0.009172886;-30.75;1634.641041;1628.677725;5.963315367;13.20506589;-7.241750521;-1.00839E-06;-1.99714E-08;5.38761E-07;50.2471004;50.2008358;50.13462301;0.987822838;0.773427903;0.421211444;13.24775376;-70.58823529;-158.3874344;20.78424025;48.39147891;;;;;;;
1;20130607;1622;1638.5;1644;1618;0.9700;0.009705746;9.5;1635.234727;1629.405301;5.829425527;11.72993782;-5.900512288;-4.24837E-07;1.82475E-07;7.98558E-07;50.21668728;50.15154524;50.05601424;0.797993999;0.626701652;0.277985535;12.80604644;-52.94117647;-60.95405551;21.15679452;52.93233215;;;;;;;
0;20130610;1636.5;1642;1648.5;1634.5;0.2100;0.0021361;5.75;1636.275538;1630.338242;5.93729616;10.57140948;-4.634113324;-3.65793E-07;2.23773E-07;6.88916E-07;50.19017221;50.10691014;50.09515081;0.601327884;0.493833565;0.34929272;13.49660524;-49.01960784;-21.0702636;20.64559491;52.15419836;;;;;;;
0;20130611;1642;1627;1642.5;1621.5;-0.9100;-0.009135201;-4.25;1634.848532;1630.090965;4.757567498;9.408641087;-4.651073589;-1.00689E-06;-3.79977E-07;4.56511E-07;50.15533891;50.17956547;50.1334441;0.360261516;0.6934222;0.419063447;14.1378384;-60;-79.97349201;20.67090956;53.64656135;;;;;;;
1;20130612;1627.5;1610;1638.25;1609.5;-1.0400;-0.010448679;2;1631.025681;1628.602745;2.42293601;8.011500071;-5.588564062;-1.38495E-06;-8.26261E-07;4.40046E-07;50.26920068;50.28189398;50.08325698;1;1;0.327622055;14.7332692;-82.29508197;-121.6614621;21.24798745;44.35048772;;;;;;;
0;20130613;1610.75;1636.75;1639.5;1597.5;1.6600;0.016614907;14;1631.906345;1629.206245;2.700100103;6.949220078;-4.249119975;-5.88322E-07;-1.89783E-07;5.77545E-07;50.21803888;50.25574127;50.11718311;0.693598813;0.901002081;0.389435788;15.15103878;-47.21311475;-84.25681618;22.73027406;53.65059636;;;;;;;
1;20130614;1637.75;1624.25;1640.75;1623.25;-0.7600;-0.007637086;-14.25;1630.728446;1628.839116;1.88933009;5.93724208;-4.04791199;-1.50801E-07;-7.06529E-07;2.15816E-07;50.23269387;50.23566593;50.15520632;0.781365615;0.825009333;0.458714421;16.98676449;-63.60655738;-54.28547607;22.35668306;53.77559926;;;;;;;
1;20130617;1624.5;1639.75;1646.75;1624;0.9500;0.009542866;-2.25;1632.116377;1629.64733;2.469047827;5.24360323;-2.774555402;1.61177E-07;-4.36368E-07;3.44576E-07;50.24339307;50.20353672;50.17622723;0.843165091;0.703388091;0.497014712;18.08581871;-32.6848249;-11.14686174;22.38477712;51.36744877;;;;;;;
0;20130618;1640.75;1651;1654.5;1638;0.6900;0.006860802;24;1635.02155;1631.229009;3.792541237;4.953390831;-1.160849595;7.60719E-07;-2.43812E-07;3.93155E-07;50.32474388;50.28327979;50.20062927;1;1;0.541475448;19.74096764;-15.17509728;59.38118137;21.9644359;52.39850031;;;;;;;
0;20130619;1652.5;1629.5;1655;1626.25;-1.3000;-0.013022411;19.5;1634.172081;1631.100934;3.071146714;4.576942008;-1.505795294;8.46268E-07;-4.62378E-07;2.78104E-08;50.24179896;50.23657233;50.21814303;0.510374899;0.73517294;0.57338568;21.22716538;-46.34146341;1.770116698;22.44911905;46.51008813;;;;;;;
1;20130620;1627.25;1590.5;1628.75;1583.75;-2.3900;-0.023933722;-46.25;1627.453299;1628.093458;-0.640158359;3.533521934;-4.173680293;-1.2145E-06;-1.12167E-06;-4.18419E-07;50.38906027;50.32144816;50.26158252;1;1;0.652532842;22.60720615;-90.52631579;-200.6821146;24.11346769;42.11830094;;;;;;;
0;20130621;1590.5;1599.93;1604.25;1589.5;0.5900;0.005928953;-24.32;1623.218946;1626.007276;-2.788330045;2.269151538;-5.057481583;-1.44341E-06;-9.39242E-07;-3.56552E-07;50.27131172;50.24214129;50.23662422;0.496201167;0.630336511;0.607058578;24.15552421;-77.29122807;-184.3546598;23.44464857;47.88767624;;;;;;;
1;20130624;1583.75;1566.25;1586.25;1553.25;-2.1100;-0.021050921;-73.5;1614.454492;1621.580811;-7.126318345;0.390057562;-7.516375907;-2.95486E-06;-1.66917E-06;-8.28556E-07;50.36948306;50.38609409;50.32343383;0.916236958;1;0.765226502;25.59324813;-87.22358722;-257.0029067;25.10431653;37.19399179;;;;;;;
1;20130625;1566.5;1581.5;1587.75;1558.25;0.9700;0.009736632;-69.5;1609.38457;1618.611862;-9.227291305;-1.533412212;-7.693879094;-1.73308E-06;-1.38447E-06;-8.38299E-07;50.27412624;50.2876207;50.2639331;0.327955241;0.647281354;0.656815623;27.16545317;-72.23587224;-183.6562408;25.41829392;42.70325479;;;;;;;
1;20130626;1580.25;1595.5;1601.25;1573;0.8900;0.008852355;-34;1607.248483;1616.899872;-9.651389308;-3.157007631;-6.494381677;-5.08156E-07;-9.52846E-07;-7.25232E-07;50.22950097;50.23521245;50.21124796;0.067021376;0.459561922;0.5608228;29.22114151;-58.47665848;-111.6896186;25.62055864;44.71409236;;;;;;;
0;20130627;1596.75;1606.5;1614.25;1594.75;0.6900;0.00689439;16;1607.133332;1616.129511;-8.996179603;-4.324842025;-4.671337578;-1.10975E-06;-8.54575E-07;-4.98821E-07;50.15145208;50.17352757;50.21481328;0;0.238614826;0.567318854;31.76497065;-47.66584767;-49.50182616;25.18337588;44.66718531;;;;;;;
1;20130628;1606.25;1599.25;1614.5;1594.25;-0.4500;-0.004512916;-0.68;1605.920511;1614.879177;-8.958665679;-5.251606756;-3.707058923;-9.19429E-07;-5.36294E-07;-7.84859E-07;50.24913738;50.14225754;50.21825725;0.411119256;0;0.573593795;34.09776219;-54.79115479;-52.23123717;24.83099189;46.82217688;;;;;;;
1;20130701;1600.25;1606.75;1620.5;1593.25;0.4700;0.004689698;40.5;1606.048125;1614.277016;-8.228890773;-5.847063559;-2.381827214;-1.21719E-06;-5.26349E-07;-7.02616E-07;50.16371453;50.17741342;50.16625441;0.051607875;0.144178049;0.478844144;35.55336338;-47.42014742;-32.65483434;25.00377818;50.01374305;;;;;;;
1;20130702;1606.75;1607.25;1618.5;1600.25;0.0300;0.000311187;25.75;1606.233029;1613.756496;-7.523467235;-6.182344294;-1.34112294;-1.62431E-06;-4.21443E-07;-7.08403E-07;50.05001126;50.18550587;50.11369116;0;0.177366088;0.485432415;37.13470784;-46.92874693;-21.90460449;24.52136545;48.79579886;;;;;;;
1;20130703;1607;1609;1613;1594;0.1100;0.001088816;13.5;1606.658717;1613.404163;-6.745446317;-6.294964699;-0.450481618;-7.45527E-07;5.57615E-08;-5.60688E-07;50.24457009;50.13769798;50.14244283;0.573836877;0;0.569059242;38.60309912;-45.20884521;-32.12255152;24.12698221;54.52678741;;;;;;;
1;20130704;1609.95;1622.45;1624.15;1609.15;0.8400;0.008359229;15.95;1609.088145;1614.074225;-4.986080113;-6.033187782;1.047107669;1.25104E-06;3.02243E-08;-3.16043E-07;50.32733276;50.24292952;50.18430279;0.868062524;0.423644056;0.668728083;40.42176057;-31.99017199;16.96558893;23.48576919;54.24759317;;;;;;;
1;20130705;1609;1627.25;1630.75;1608.25;0.3000;0.002958489;28;1611.882276;1615.050208;-3.167931889;-5.460136603;2.292204714;1.0648E-06;-1.77186E-07;-2.60715E-07;50.38051273;50.22353612;50.16548942;1;0.345569566;0.623933328;41.33709474;-27.27272727;33.23109765;23.41535711;56.1978904;;;;;;;
1;20130708;1628.5;1635.5;1639.5;1626;0.5100;0.005069903;28.75;1615.515772;1616.565008;-1.049235339;-4.57795635;3.528721011;2.65654E-06;-8.66006E-08;-1.80149E-07;50.17041747;50.1994673;50.15176491;0.364313669;0.248672634;0.591255177;42.72307125;-19.16461916;81.34515511;22.70711731;58.86564516;;;;;;;
1;20130709;1636.75;1645.5;1649;1635.75;0.6100;0.006114338;38.25;1620.12873;1618.70834;1.420389996;-3.378287081;4.798677077;2.42027E-06;3.77297E-07;-8.03256E-08;50.28058012;50.42424531;50.14447448;0.697633393;1;0.573896629;44.25317087;-3.65535248;112.8929951;22.04946608;62.93627501;;;;;;;
1;20130710;1647;1648.5;1658.75;1641.25;0.1800;0.001823154;39.5;1624.493541;1620.91513;3.578411099;-1.986947445;5.565358544;1.98946E-06;7.48822E-07;4.83465E-08;50.37144054;50.51152165;50.21327348;0.972550225;1;0.7377075;44.67276499;-9.71563981;119.926731;21.72450421;64.71853287;;;;;;;
1;20130711;1658.25;1670;1671.75;1657.5;1.3000;0.01304216;47.55;1631.494535;1624.551046;6.943488475;-0.200860261;7.144348736;2.33198E-06;6.32213E-07;2.29273E-07;50.47986527;50.60171085;50.22595993;1;1;0.740991065;45.53582617;-1.476793249;154.8147681;21.8334682;70.16244993;;;;;;;
1;20130712;1669;1670.25;1674.25;1666.25;0.0100;0.000149701;43;1637.456914;1627.936154;9.520760055;1.743463802;7.777296253;2.61079E-06;8.65221E-07;5.27931E-07;49.44025025;50.40044183;50.28841953;0;0.566242596;0.890646245;46.55825841;-3.448275862;145.8371849;20.84536333;68.25364446;;;;;;;
0;20130715;1670;1677.5;1679.5;1669.75;0.4300;0.004340668;42;1643.617389;1631.60755;12.00983881;3.796738805;8.213100009;2.5787E-06;7.06423E-07;5.23466E-07;49.54823596;50.51377933;50.31856003;0.103870865;0.810497669;0.983232999;47.00309387;-1.877934272;142.5120218;20.05283738;67.98547672;;;;;;;
1;20130716;1677.75;1671.25;1679.5;1666.5;-0.3700;-0.003725782;25.75;1647.86856;1634.544028;13.32453199;5.702297441;7.622234545;2.34679E-06;3.92339E-07;5.1206E-07;49.60582567;50.00439497;50.24962523;0.159266093;0;0.723997021;47.41615537;-9.565217391;124.1378681;19.54906328;64.06876208;;;;;;;
1;20130717;1671.75;1675.5;1680.5;1665.75;0.2500;0.002543007;27;1652.119551;1637.577804;14.54174707;7.470187366;7.071559702;2.42763E-06;8.55844E-07;8.44907E-07;49.71785503;50.09213232;50.26957002;0.267026519;0.146886021;0.798579417;47.69420578;-5.730659026;113.8330032;19.20627304;64.31599292;;;;;;;
1;20130718;1676.75;1680.5;1688.5;1671.75;0.3000;0.002984184;10.5;1656.485774;1640.757225;15.72854809;9.121859512;6.606688582;2.10055E-06;1.65419E-06;7.19638E-07;49.81524269;49.59364023;50.30974147;0.360703174;0;0.94879821;47.12141578;-8.398950131;111.5157076;19.03082497;62.86833838;;;;;;;
1;20130719;1680;1689.5;1690.5;1675.25;0.5400;0.005355549;19.25;1661.564885;1644.367801;17.19708396;10.7369044;6.460179559;2.23124E-06;1.62841E-06;6.29977E-07;49.91925817;49.69022773;50.34516363;0.460755102;0.095814218;1;46.74017603;-1.03626943;107.9618655;18.76076604;68.19776273;;;;;;;
0;20130722;1690;1690.25;1694.25;1685.5;0.0400;0.000443918;12.75;1665.97798;1647.766483;18.21149715;12.23182295;5.979674195;1.95657E-06;2.26353E-06;5.96326E-07;50.01038594;49.78673591;50.37862931;0.548410403;0.191549753;1;46.79911404;-3.990024938;107.0306038;18.04571133;63.5416399;;;;;;;
0;20130723;1690.5;1688.25;1695.5;1686;-0.1200;-0.001183257;17;1669.404445;1650.765262;18.63918272;13.5132949;5.125887816;1.52663E-06;1.9428E-06;7.54038E-07;49.93293592;49.72025233;50.26037817;0.473911647;0.125598445;0.59965398;46.71814237;-8.309455587;98.18116334;17.43530337;59.94889825;;;;;;;
1;20130724;1689.5;1683.75;1695.25;1677.25;-0.2700;-0.002665482;8.25;1671.611453;1653.208576;18.40287731;14.49121139;3.911665928;1.26412E-06;1.60597E-06;9.10138E-07;49.97006232;49.75318482;50.1187287;0.509623332;0.158267275;0.01901405;46.64295438;-13.46704871;81.18854491;17.47563885;55.41580751;;;;;;;
1;20130725;1684;1684;1686.5;1671.75;0.0100;0.000148478;3.5;1673.517383;1655.489422;18.02796137;15.19856138;2.829399988;4.98277E-07;1.40543E-06;5.84064E-07;49.99982296;49.83054756;50.15145891;0.981472863;0.235010648;0.142553096;46.57313697;-16.54676259;64.46547738;17.28095036;59.53159728;;;;;;;
0;20130726;1685.75;1686.5;1689;1670.5;0.1500;0.001484561;-3;1675.514709;1657.786502;17.72820716;15.70449054;2.023716618;5.76688E-07;1.58116E-06;7.63485E-07;50.03432219;49.89986882;50.16507385;1;0.303776925;0.193942237;46.18412441;-15.06276151;62.19029255;17.36802533;63.20178581;;;;;;;
1;20130729;1686.5;1682.5;1688;1676.5;-0.2400;-0.002371776;-7.75;1676.589369;1659.617131;16.97223782;15.95803999;1.014197823;1.79102E-07;1.37507E-06;5.2925E-07;50.04363731;49.93766166;50.0724851;1;0.341267192;0;46.13630493;-23.96313364;58.84192985;16.94888067;62.49136706;;;;;;;
0;20130730;1682.25;1684.75;1688.5;1677.25;0.1300;0.001337296;-3.5;1677.844851;1661.478825;16.36602551;16.0396371;0.326388414;4.79387E-07;1.40368E-06;4.19259E-07;49.99399331;49.99163522;50.09580754;0.847616039;0.394808639;0.076181219;46.13055834;-28.28947368;58.97585292;16.54181776;60.76184284;;;;;;;
1;20130731;1684;1680.5;1694;1680.25;-0.2500;-0.002522629;-3.25;1678.253335;1662.887801;15.3655341;15.9048165;-0.5392824;1.79163E-07;1.29978E-06;6.28586E-07;50.03214957;50.0123885;49.99875156;0.949702234;0.455092357;0;45.36636879;-50.42016807;61.71679198;16.34240221;54.36227339;;;;;;;
1;20130801;1685.5;1700.25;1703.75;1684.5;1.1800;0.011752455;16.25;1681.637438;1665.655371;15.98206608;15.92026641;0.061799663;6.92787E-07;1.38447E-06;1.32091E-06;50.08091314;50.06188119;49.91646417;1;0.508880621;0;43.47722007;-9.210526316;106.4734516;16.83580205;61.80274676;;;;;;;
0;20130802;1702.25;1704;1705;1695.75;0.2200;0.002205558;17.5;1685.077832;1668.495714;16.58211744;16.05263662;0.529480825;5.06404E-07;1.35933E-06;1.24517E-06;50.11665371;50.10551828;49.98502747;1;1;0.14835239;42.48505332;-2.547770701;133.841733;16.29395905;66.03706839;;;;;;;
0;20130805;1702.75;1702.5;1705;1698.75;-0.0900;-0.000880282;20;1687.758165;1671.01455;16.74361504;16.1908323;0.552782737;4.2907E-07;1.18578E-06;1.64119E-06;50.06510031;50.01275395;49.6923917;0.719388134;0.818776504;0;41.74688388;-6.369426752;139.0902242;15.5765334;64.52316095;;;;;;;
0;20130806;1701.25;1694;1703.5;1688.75;-0.5000;-0.004992658;9.25;1688.718448;1672.717176;16.00127139;16.15292012;-0.15164873;2.06347E-07;8.63897E-07;1.35959E-06;50.0480691;50.02050311;49.7009118;0.532137554;0.833915198;0.012415664;41.06144082;-31.88405797;96.24846248;15.5174953;57.5860268;;;;;;;
1;20130807;1692.75;1688.25;1693.5;1680.5;-0.3400;-0.003394333;7.75;1688.646379;1673.867756;14.77862299;15.87806069;-1.099437706;1.63878E-07;7.12316E-07;1.12242E-06;50.03474841;50.04121053;49.72235424;0.332259597;0.845149995;0.043662041;40.42495799;-48.55072464;27.85463937;15.37338849;58.24981877;;;;;;;
0;20130808;1688.75;1693.75;1697;1684.5;0.3300;0.003257811;-6.5;1689.431551;1675.340515;14.09103666;15.52065589;-1.429619231;3.46923E-07;4.21166E-07;1.0472E-06;50.06354555;50.0501833;49.7849149;0.567030896;0.856372004;0.134826769;40.11099842;-32.60869565;59.13850547;15.16814646;59.96155574;;;;;;;
1;20130809;1694;1686.25;1696.25;1682.5;-0.4400;-0.004428044;-17.75;1688.942082;1676.148625;12.7934572;14.97521615;-2.181758947;-2.17064E-09;2.87301E-07;1.05354E-06;50.09879051;50.05854729;49.64120083;0.854368665;0.878081649;0;39.81946454;-54.34782609;19.4941818;15.06685028;62.06839549;;;;;;;
1;20130812;1685;1687;1688.5;1675.25;0.0400;0.000444774;-15.5;1688.6433;1676.95243;11.6908698;14.31834688;-2.62747708;1.64786E-07;1.71706E-07;9.69196E-07;50.05392628;50.04755262;49.6986033;0.488608923;0.835480706;0.077841406;39.5487545;-52.17391304;-35.55676806;14.93707526;60.91832348;;;;;;;
0;20130813;1688;1690.75;1694.5;1679.25;0.2200;0.002222881;-3.25;1688.967408;1677.974472;10.99293528;13.65326456;-2.660329277;2.16799E-07;3.47243E-07;1.00474E-06;50.07163006;50.03512924;49.75819172;0.467201919;0.744012604;0.158647107;38.35739986;-41.30434783;6.544403013;14.95942703;60.17884401;;;;;;;
0;20130814;1691.5;1682;1693.25;1681;-0.5200;-0.005175218;-6.25;1687.895499;1678.27266;9.622839179;12.84717948;-3.224340305;6.02226E-08;1.19613E-07;8.85823E-07;50.06719338;50.06550311;49.81036644;0.396127942;0.805420488;0.229399341;37.41361514;-66.66666667;-37.45381256;14.76589653;54.98800784;;;;;;;
0;20130815;1680.5;1655.75;1682;1654.25;-1.5600;-0.015606421;-38;1682.950037;1676.604314;6.34572298;11.54688818;-5.201165203;-1.59118E-06;-4.39886E-07;4.17394E-07;50.13442186;50.13987028;49.89094263;1;1;0.338665793;36.53724361;-97.04433498;-273.9873109;15.69333249;46.29815744;;;;;;;
0;20130816;1654.75;1651;1662;1649.5;-0.2900;-0.002868791;-35.25;1678.034647;1674.707699;3.326948489;9.902900244;-6.575951756;-1.90311E-06;-6.90223E-07;3.00943E-07;50.1562947;50.19839371;49.97105668;1;1;0.447305549;35.72347005;-97.2972973;-291.8057954;15.46523731;43.21544865;;;;;;;
1;20130819;1651;1645;1657;1642.25;-0.3600;-0.003634161;-42;1672.952394;1672.507128;0.445265357;8.011373267;-7.56610791;-2.07746E-06;-8.16694E-07;1.25667E-07;50.27883114;50.28195613;50.04940675;1;1;0.553553234;34.96782317;-95.61752988;-259.6299666;15.41414893;37.05907076;;;;;;;
0;20130820;1644.25;1650.5;1656.75;1641;0.3300;0.003343465;-40.25;1669.498179;1670.876971;-1.378791402;6.133340333;-7.512131735;-1.56547E-06;-6.76841E-07;6.92878E-08;50.18602626;50.18009954;50.05378028;0.619781033;0.621635366;0.55948402;34.26615107;-85.15625;-191.9544498;15.43813829;39.16267917;;;;;;;
1;20130821;1651;1636.5;1654.75;1634;-0.8500;-0.008482278;-45.5;1664.421536;1668.330528;-3.908992095;4.124873848;-8.033865942;-1.88976E-06;-8.60352E-07;-1.40027E-07;50.31562664;50.20780885;50.12828182;1;0.724566566;0.660512858;33.6145984;-96.47887324;-179.5861796;15.81755699;32.0721863;;;;;;;
1;20130822;1635;1654.75;1657.75;1631.5;1.1200;0.011151848;-1;1662.933608;1667.324563;-4.390955691;2.42170794;-6.812663631;-1.39187E-06;-5.18385E-07;-1.76562E-07;50.17016165;50.0612562;50.11412345;0.44415444;0.180170357;0.641313205;32.35616383;-68.36734694;-123.0560842;16.56273149;38.2466341;;;;;;;
0;20130823;1655.5;1661.5;1662.75;1650.5;0.4100;0.004079166;10.5;1662.713053;1666.893114;-4.180061577;1.101354037;-5.281415614;-8.74194E-07;-4.38199E-07;-9.70106E-08;50.22344603;50.08528831;50.10599616;0.647762798;0.247789071;0.630292088;33.18388574;-58.33333333;-71.01881229;16.25467924;43.4197816;;;;;;;
0;20130826;1660.75;1654.25;1667.5;1653.25;-0.4400;-0.004363527;9.25;1661.411045;1665.956587;-4.545542695;-0.02802531;-4.517517385;-1.16869E-06;-5.0032E-07;-2.72826E-07;50.15506699;50.15990006;50.1308725;0.353711112;0.50549932;0.664025983;33.10723584;-65.26717557;-62.8965349;16.11148786;44.23210851;;;;;;;
1;20130827;1654.5;1628.25;1655.5;1626.25;-1.5700;-0.015717092;-22.25;1656.309345;1663.163507;-6.854161318;-1.393252512;-5.460908807;-2.28915E-06;-1.03201E-06;-5.22667E-07;50.07850142;50.27294353;50.17373452;0.045517381;0.963486178;0.722149616;33.03606092;-97.17314488;-121.7502466;17.04995302;39.75687597;;;;;;;
1;20130828;1628.25;1632.25;1639.25;1624.75;0.2500;0.002456625;-4.25;1652.607908;1660.873617;-8.265709683;-2.767743946;-5.497965737;-1.81597E-06;-8.76956E-07;-5.23151E-07;50.07018476;50.11931076;50.13084838;0;0.34105491;0.663993269;32.96996993;-89.51048951;-119.4563107;16.86781352;41.00160459;;;;;;;
0;20130829;1630.5;1636.75;1644.75;1627.75;0.2800;0.002756931;-18;1650.16823;1659.086683;-8.918453164;-3.997885789;-4.920567374;-6.89037E-07;-1.14934E-06;-5.2634E-07;50.06306703;50.13111747;50.08739126;0;0.388888862;0.60506265;31.90591447;-82.79569892;-96.15000997;16.87725541;40.16580469;;;;;;;
1;20130830;1639;1631.25;1645;1625.5;-0.3400;-0.003360318;-30.25;1647.257733;1657.024706;-9.766973518;-5.151703335;-4.615270183;-7.21492E-07;-1.32382E-06;-7.06217E-07;50.12324265;50.09715108;50.1102845;0.238263035;0.251276667;0.636107339;30.87422277;-90.68100358;-96.53952548;17.06459431;42.04594134;;;;;;;
0;20130902;1640.15;1645.55;1648.45;1639.95;0.8800;0.008766284;-8.7;1646.995005;1656.174728;-9.179723385;-5.957307345;-3.22241604;3.83522E-08;-1.01921E-06;-5.31497E-07;50.14189355;49.98305453;50.06259883;0.312110534;0;0.68057723;31.35250581;-69.6350365;-57.25681124;17.07426614;42.24258716;;;;;;;
1;20130903;1640.25;1639;1650;1630.75;-0.4000;-0.003980432;10.75;1645.765004;1654.902526;-9.137522018;-6.59335028;-2.544171738;-4.08346E-07;-9.92399E-07;-5.90509E-07;50.12652215;50.06472598;50.10877282;0.251248077;0.273238594;0.878013904;31.52765403;-75.10917031;-69.24903933;17.2296757;40.10673581;;;;;;;
0;20130904;1638;1653.5;1655.25;1635;0.8800;0.008846858;21.25;1646.955003;1654.798635;-7.843631807;-6.843406585;-1.000225221;6.43262E-07;-6.13536E-07;-3.5325E-07;50.1399427;50.10762357;50.10875041;0.479337508;0.416756019;0.87797183;30.8226619;-32.74853801;-34.73844625;17.44541315;48.23255627;;;;;;;
1;20130905;1654.75;1653;1658.25;1650.5;-0.0300;-0.000302389;16.25;1647.885003;1654.665403;-6.780400082;-6.830805284;0.050405203;-4.94794E-08;-7.21411E-07;-3.62449E-07;50.07240513;50.10327056;50.10505609;0.05822517;0.402192659;0.87103457;31.42141763;-33.91812865;-3.402091183;16.75288364;53.10379966;;;;;;;
1;20130906;1652;1653.5;1664;1638.75;0.0300;0.00030248;22.25;1648.748848;1654.579077;-5.830228217;-6.630689871;0.800461654;-2.7787E-07;-5.78147E-07;-3.86169E-07;50.04809068;50.12409117;50.06974742;0;0.486519448;0.804731411;31.16073482;-32.74853801;-4.078465342;17.35982053;54.9253926;;;;;;;
1;20130909;1652;1669;1671.75;1652;0.9400;0.009374055;23.45;1651.86441;1655.647293;-3.782882987;-6.061128494;2.278245507;5.47813E-07;-3.05274E-07;-1.47995E-07;50.16051486;50.15913528;50.0903989;1;0.607407466;0.843511075;31.79218225;-5.85106383;73.85312891;17.53054763;57.81852043;;;;;;;
1;20130910;1671;1682.5;1683.25;1669;0.8100;0.008088676;43.5;1656.577578;1657.636383;-1.058804724;-5.06066374;4.001859016;1.95832E-06;-1.28506E-07;-1.30501E-08;50.18530859;50.20052496;50.0881504;1;0.750185147;0.83928882;33.19103616;-1.282051282;168.5546819;17.2962228;63.06106064;;;;;;;
0;20130911;1682.25;1688.75;1690.5;1677.75;0.3700;0.00371471;35.25;1661.527181;1659.941095;1.586086276;-3.731313737;5.317400013;2.02557E-06;1.3518E-07;1.10114E-07;50.30705941;50.25754665;50.12792765;1;0.94688696;0.913983143;34.82025074;-2.661596958;214.7129749;16.9714926;64.46352705;;;;;;;
1;20130912;1689.75;1685;1690;1681.25;-0.2200;-0.002220577;32;1665.138384;1661.79731;3.341073968;-2.316836196;5.657910164;1.73468E-06;5.32686E-07;-1.66061E-07;50.20202033;50.14014145;50.07214227;0.594394734;0.541886441;0.809228499;36.45677085;-8.365019011;185.2835634;16.38424313;67.98014904;;;;;;;
1;20130913;1684.75;1688.5;1690.5;1680.5;0.2100;0.002077151;35;1668.732479;1663.775287;4.957191688;-0.862030619;5.819222307;2.05311E-06;6.78042E-07;-1.68252E-07;50.14660239;50.20922891;50.05664;0.380400014;0.780210273;0.780118099;37.90859756;-3.041825095;156.4792864;15.92822576;66.9809718;;;;;;;
1;20130916;1698.5;1698;1710.5;1694.75;0.5600;0.005626296;29;1673.235174;1666.310451;6.924723329;0.69532017;6.229403159;1.8567E-06;9.46936E-07;-3.95804E-08;50.2586013;50.19246177;50.13013165;0.812880475;0.762889808;0.91812186;36.95133628;-14.57725948;180.3694743;16.36192392;64.87541363;;;;;;;
1;20130917;1696.25;1705;1706.75;1694.75;0.4100;0.004122497;22.5;1678.122071;1669.176344;8.945727056;2.345401547;6.600325508;2.32433E-06;9.65893E-07;1.38786E-07;50.1619029;50.30146646;50.20311995;0.439482467;1;1;36.0624508;-6.470588235;151.9510831;16.05035793;68.96936333;;;;;;;
0;20130918;1706;1724.5;1729.75;1700;1.1400;0.01143695;35.75;1685.257137;1673.274392;11.98274448;4.272870134;7.709874347;2.44824E-06;1.53251E-06;4.23895E-07;50.29363314;50.43231319;50.28818895;0.948154859;1;1;33.6518475;-5.035971223;169.4677223;17.02890379;69.63939146;;;;;;;
0;20130919;1725;1724.25;1733.25;1720.5;-0.0100;-0.00014497;39.25;1691.256039;1677.050363;14.20567558;6.259431223;7.946244354;2.45772E-06;1.20514E-06;3.58174E-07;49.76562572;50.08294369;50.18842568;0;0.222342203;0.845803546;32.3350564;-8.780487805;159.3295656;16.7232678;64.84430778;;;;;;;
0;20130920;1724;1723.89;1727.25;1721.25;-0.0200;-0.000208786;35.39;1696.276648;1680.519966;15.75668227;8.158881432;7.597800836;2.42858E-06;1.08103E-06;4.39833E-07;49.7459956;49.99669947;50.1448418;0;0;0.756867989;31.15293042;-9.131707317;130.8231843;15.9573201;61.57328467;;;;;;;
0;20130923;1706.5;1692.75;1707.5;1689.5;-1.8100;-0.018063798;-5.25;1695.734087;1681.425894;14.30819256;9.388743657;4.9194489;8.5235E-07;6.96238E-07;8.34562E-08;49.87372764;49.83771375;50.09797297;0.227660447;0;0.641100046;30.05524201;-41.22137405;57.64119109;17.2739401;51.62493472;;;;;;;
0;20130924;1693.25;1692.5;1701;1687.5;-0.0100;-0.000147689;-12.5;1695.236535;1682.246199;12.9903366;10.10906225;2.881274354;3.65837E-07;1.15629E-06;3.67808E-08;49.95993689;49.90376755;50.05012097;0.381313643;0.111089577;0.501764825;29.03595992;-43.12169312;45.57808615;17.00437295;49.45594474;;;;;;;
1;20130925;1692.25;1685.75;1695;1684.5;-0.4000;-0.003988183;-38.75;1693.777068;1682.505739;11.27132881;10.34151556;0.92981325;-8.96401E-08;9.69769E-07;6.04E-08;50.04860942;49.82340209;50.04637041;0.552580486;0;0.391262981;28.08948369;-50.26455026;27.8463689;16.53977488;46.40956656;;;;;;;
